Symbol,ETF Name,Total Assets,YTD,Avg Volume,Previous Closing Price,1-Day Change,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
CVSE,Calvert US Select Equity ETF,"$29,223",18.81%,"5,291",$67.77,-0.24%,1.31%,1.81%,34.84%,N/A,N/A,"-$2,196,900.00",$0.00,$0.00,"-$689,700.00","-$743,676.18","-$743,676.18",Large Cap Blend Equities,2023-01-30,0.29%,N/A,$0.74,2024-09-23,$0.16,1.09%,0.00,1.08,181,35.14%,40%,20%,1099,$64.52,$68.56,N/A,N/A,60.60,N/A,C,B+,N/A,B-,N/A,N/A,7.54,97.28%,88.25%,35.63,1.59%,9.67%
CDEI,"Calvert US Large-Cap Diversity, Equity and Inclusion Index ETF","$27,928",14.93%,"2,092",$69.72,-0.06%,1.68%,1.54%,30.80%,N/A,N/A,"-$7,279,500.00",$0.00,"-$3,385,000.00","-$4,534,000.00","-$4,859,967.79","-$4,859,967.79",Large Cap Blend Equities,2023-01-30,0.14%,N/A,$0.90,2024-09-23,$0.21,1.28%,0.00,-1.02,373,46.64%,40%,20%,1099,$66.12,$70.62,$69.72,$69.72,58.99,N/A,C,A,N/A,B-,N/A,N/A,7.08,88.71%,73.01%,48.37,1.21%,9.90%
PSFJ,Pacer Swan SOS Flex (July) ETF,"$26,455",13.75%,"6,042",$28.58,-0.10%,0.98%,1.80%,23.81%,10.87%,N/A,"-$5,150,750.00",$0.00,"$718,750.00","-$2,056,250.00","$13,890,250.00","$19,069,500.00",Large Cap Blend Equities,2021-06-30,0.60%,N/A,$0.00,N/A,N/A,0.00%,0.05,0.56,2,100.00%,40%,20%,1099,$27.56,$28.75,$28.56,$28.60,61.93,B-,B-,B,B+,B-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,"$24,402",27.24%,"2,328",$30.27,-0.59%,0.03%,3.52%,35.44%,3.56%,10.29%,"-$8,623,222.10","$4,007.09","-$1,024.41","-$29,408,026.73","-$25,516,595.47","$10,430,832.34",Large Cap Blend Equities,2018-09-21,0.75%,N/A,$0.65,2023-12-26,$0.65,2.14%,0.07,0.92,26,40.57%,40%,20%,1099,$29.05,$30.69,$30.27,$30.27,64.53,B-,B-,C+,C,C+,A+,N/A,7.04,87.38%,71.48%,100.4,7.91%,8.23%
JANZ,TrueShares Structured Outcome (January) ETF,"$24,181",15.47%,"8,565",$34.48,-0.14%,1.27%,1.80%,26.20%,8.69%,N/A,"$16,508,887.00","$688,814.00","$688,814.00","$18,435,092.00","$18,994,540.00","$20,693,190.00",Large Cap Blend Equities,2020-12-31,0.79%,N/A,$0.77,2023-12-27,$0.77,2.23%,0.03,0.79,4,100.01%,40%,20%,1099,$33.06,$34.75,$34.39,$34.57,61.33,B-,C+,B-,B+,B-,B+,N/A,5.86,58.69%,34.36%,0.0,0.00%,0.00%
APRZ,TrueShares Structured Outcome (April) ETF,"$23,440",15.98%,"18,874",$34.42,-0.09%,1.18%,1.61%,26.34%,9.70%,N/A,"$15,535,300.00","$687,400.00","$687,400.00","$15,535,300.00","$14,780,300.00","$19,806,025.00",Large Cap Blend Equities,2021-03-31,0.79%,N/A,$0.86,2023-12-27,$0.86,2.50%,0.00,0.71,5,100.00%,40%,20%,1099,$33.13,$34.65,$34.40,$34.46,61.68,B+,B+,B-,B+,B-,A-,N/A,5.86,58.69%,34.36%,0.0,0.00%,0.00%
FTDS,First Trust Dividend Strength ETF,"$23,435",12.17%,"1,471",$51.60,-0.92%,0.00%,-0.30%,26.28%,3.94%,10.75%,"$24,300.00",$0.00,$0.00,"$24,300.00","$79,150.00","-$1,037,250.00",Large Cap Blend Equities,2006-12-05,0.70%,N/A,$0.98,2024-06-27,$0.27,1.89%,10.52,1.12,51,22.77%,40%,20%,1099,$50.16,$52.67,$51.56,$51.66,54.73,C,C,B-,C,C,N/A,N/A,6.62,34.59%,52.35%,99.31,7.97%,1.92%
MAGA,Point Bridge America First ETF,"$23,180",16.10%,"1,362",$48.47,-0.66%,0.71%,1.78%,29.37%,11.02%,14.10%,"$8,500.00",$0.00,$0.00,"$33,250.00","$4,765,500.00","$989,000.00",Large Cap Blend Equities,2017-09-06,0.72%,N/A,$0.67,2023-12-20,$0.67,1.38%,0.04,1.11,140,8.73%,40%,20%,1099,$46.22,$49.14,$48.35,$48.71,61.37,C+,C,C+,C,C+,A-,N/A,6.41,0.00%,45.59%,377.4,10.52%,2.93%
IPDP,Dividend Performers ETF,"$22,060",17.28%,709,$19.54,-0.31%,1.13%,1.88%,33.76%,N/A,N/A,"-$949,957.50",$0.00,"-$488,122.50","-$946,352.50","$3,796,036.54","$4,311,156.28",Large Cap Blend Equities,2022-03-07,1.52%,N/A,$0.69,2024-06-27,$0.18,3.54%,0.00,2.19,54,22.20%,40%,20%,1099,$18.51,$19.89,$19.54,$19.54,59.09,C+,C,C,B+,C,A-,N/A,6.92,77.69%,65.90%,23.95,0.00%,1.98%
MARZ,TrueShares Structured Outcome (March) ETF,"$21,216",15.46%,"4,717",$32.07,-0.09%,1.38%,1.74%,25.83%,8.52%,N/A,"$14,061,209.00",$0.00,$0.00,"$14,061,209.00","$12,532,984.00","$17,250,516.50",Large Cap Blend Equities,2021-02-26,0.79%,N/A,$2.04,2023-12-27,$2.04,6.35%,0.03,0.67,5,99.99%,40%,20%,1099,$30.78,$32.29,$32.05,$32.08,61.67,B+,B+,B-,B+,B-,A,N/A,5.86,58.69%,34.36%,0.0,0.00%,0.00%
PSCX,Pacer Swan SOS Conservative (January) ETF,"$20,340",10.86%,"2,178",$27.10,-0.07%,0.64%,1.23%,18.13%,6.96%,N/A,"$6,219,252.50","-$676,570.00","-$676,570.00","$7,401,087.50","$14,571,490.00","$17,201,859.44",Large Cap Blend Equities,2020-12-22,0.60%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.31,2,100.00%,40%,20%,1099,$26.51,$27.20,$27.10,$27.10,63.77,B,C+,C+,B+,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NOVZ,TrueShares Structured Outcome (November) ETF,"$20,316",16.86%,943,$40.56,-0.15%,1.47%,1.90%,26.96%,9.59%,N/A,"-$569,338.00",$0.00,$0.00,"$418,233.00","$13,834,536.00","$16,352,861.00",Large Cap Blend Equities,2020-11-02,0.79%,N/A,$0.79,2023-12-27,$0.79,1.95%,0.05,0.76,4,100.00%,40%,20%,1099,$38.70,$40.92,$40.54,$40.61,61.14,B-,C,C,B+,A-,B,N/A,5.86,58.69%,34.36%,0.0,0.00%,0.00%
PSFO,Pacer Swan SOS Flex (October) ETF,"$14,085",8.79%,"1,135",$28.17,0.00%,0.21%,0.81%,17.44%,N/A,N/A,"-$1,442,712.50",$0.00,"-$705,822.50","$1,016,670.00","$10,444,069.49","$10,444,069.49",Large Cap Blend Equities,2021-09-30,0.60%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.48,2,100.00%,40%,20%,1099,$27.96,$28.22,$28.17,$28.18,64.65,B+,C+,C+,A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EQRR,ProShares Equities for Rising Rates ETF,"$13,937",7.38%,"1,034",$57.20,-1.50%,-0.32%,-1.45%,16.46%,8.51%,10.34%,"-$9,043,286.00",$0.00,"-$1,177,342.00","-$18,778,347.00","$11,783,213.35","$15,903,338.35",Large Cap Blend Equities,2017-07-24,0.35%,N/A,$1.40,2024-06-26,$0.33,2.45%,8.99,1.36,51,28.12%,40%,20%,1099,$55.73,$59.03,$57.08,$57.38,48.45,B-,C+,B+,B-,C,B+,N/A,6.55,23.18%,49.95%,141.25,4.93%,0.81%
HAPY,Harbor Human Capital Factor Unconstrained ETF,"$13,576",10.73%,268,$23.48,-0.55%,1.33%,2.60%,31.55%,N/A,N/A,"-$2,000.00",$0.00,$0.00,"-$20,000.00","$10,497,980.69","$10,497,980.69",Large Cap Blend Equities,2022-02-23,0.50%,N/A,$0.08,2023-12-21,$0.08,0.32%,32.40,1.01,75,14.81%,40%,20%,1099,$22.20,$23.77,$23.48,$23.48,61.14,C+,C,B,B,C,N/A,N/A,7.02,63.23%,70.84%,131.42,5.51%,6.55%
LVOL,American Century Low Volatility ETF,"$13,004",13.79%,323,$53.99,-0.30%,0.53%,1.57%,25.58%,6.62%,N/A,"$759,144.00",$0.00,$0.00,"$1,405,885.50","$4,712,062.50","$10,183,911.50",Large Cap Blend Equities,2021-01-12,0.29%,N/A,$0.69,2024-09-23,$0.15,1.28%,20.61,0.85,100,35.91%,40%,20%,1099,$52.59,$54.56,$53.89,$54.18,59.51,B-,C,B+,B,A-,C,C+,6.76,60.83%,58.88%,69.46,6.49%,1.36%
RSPE,Invesco ESG S&P 500 Equal Weight ETF,"$12,263",12.88%,"3,589",$27.05,-0.70%,0.63%,1.99%,27.08%,N/A,N/A,"$2,546,350.00",$0.00,$0.00,"-$766,950.00","$6,175,350.00","$6,175,350.00",Large Cap Blend Equities,2021-11-17,0.20%,N/A,$0.43,2024-09-23,$0.10,1.59%,0.05,0.99,183,6.13%,40%,20%,1099,$26.02,$27.38,$27.01,$27.12,61.00,B,B-,A-,B-,B-,N/A,N/A,7.22,92.93%,78.84%,98.05,1.10%,6.77%
DFND,Siren DIVCON Dividend Defender ETF,"$9,862",17.50%,383,$42.90,0.63%,2.39%,12.84%,19.26%,4.13%,8.26%,"-$1,001,730.00",$0.00,$0.00,"-$1,977,145.00","-$23,815,005.00","-$905,992.44",Large Cap Blend Equities,2016-01-14,1.50%,N/A,$0.65,2024-09-24,$0.15,1.52%,0.03,0.46,59,57.45%,40%,20%,1099,$38.05,$44.19,$42.89,$42.90,63.93,C+,C,C,B+,A-,C,C,0.0,N/A,N/A,N/A,N/A,N/A
PSCQ,Pacer Swan SOS Conservative (October) ETF,"$8,477",8.13%,705,$26.08,0.00%,0.12%,0.68%,16.09%,N/A,N/A,"-$653,470.00",$0.00,-$812.50,"$1,077,000.00","$6,835,469.49","$6,835,469.49",Large Cap Blend Equities,2021-09-30,0.60%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.38,2,100.00%,40%,20%,1099,$25.91,$26.11,$26.08,$26.08,65.84,B+,C+,C+,A-,A+,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EQLT,iShares MSCI Emerging Markets Quality Factor ETF,"$8,160",14.30%,"6,042",$37.00,-0.16%,-0.29%,2.30%,3.67%,11.83%,9.72%,"$1,945,608.00",$0.00,"$1,945,608.00","$1,945,608.00","$1,945,608.00","$1,945,608.00",Large Cap Blend Equities,2024-09-04,0.35%,N/A,$0.51,2018-12-20,$0.51,1.38%,13.71,1.01,309,31.90%,40%,20%,1099,$36.41,$37.44,$37.00,$37.00,56.83,C,C+,C,N/A,N/A,C+,B+,0.0,N/A,N/A,N/A,N/A,N/A
EQUL,NYLI Engender Equality ETF,"$7,427",12.56%,434,$26.78,-0.78%,0.01%,2.15%,28.74%,N/A,N/A,"$586,700.00",$0.00,$0.00,"$586,700.00","$1,862,825.00","$1,862,825.00",Large Cap Blend Equities,2021-10-21,0.45%,N/A,$0.36,2024-06-28,$0.09,1.34%,15.50,0.98,77,15.92%,40%,20%,1099,$25.86,$27.16,$26.78,$26.78,61.49,C+,C,B,B-,B-,B-,N/A,6.75,58.81%,58.37%,48.11,0.00%,5.79%
SPUC,Simplify US Equity PLUS Upside Convexity ETF,"$6,298",27.29%,"2,892",$41.75,-0.43%,2.38%,1.96%,45.13%,10.26%,N/A,"$767,475.00",$0.00,$0.00,"-$3,836,550.00","-$9,532,950.00","$4,192,305.00",Large Cap Blend Equities,2020-09-03,0.53%,N/A,$0.45,2024-06-25,$0.10,1.07%,0.03,1.13,5,100.00%,40%,20%,1099,$39.06,$42.40,$41.73,$41.78,57.47,C+,C,B,B,C+,C+,N/A,6.69,76.32%,55.91%,96.79,10.52%,7.07%
FTAG,First Trust Indxx Global Agriculture ETF,"$6,189",1.07%,"3,503",$25.57,-0.70%,1.83%,2.61%,0.26%,-1.96%,4.34%,"-$6,283,750.00","-$1,280,500.00","-$1,280,500.00","-$6,331,450.00","$4,965,450.00","$6,524,400.00",Large Cap Blend Equities,2010-03-11,0.70%,N/A,$0.47,2024-06-27,$0.26,1.82%,9.56,1.04,50,58.68%,40%,20%,1099,$23.99,$25.83,$25.54,$25.61,61.36,C,C+,B-,C,C,B,C,6.84,0.00%,62.52%,323.63,24.11%,2.37%
JUNZ,TrueShares Structured Outcome (June) ETF,"$5,898",14.98%,"2,991",$30.16,-0.20%,1.29%,1.73%,25.37%,7.29%,N/A,"$2,072,985.00",$0.00,$0.00,"$2,072,985.00","$408,206.00","$4,813,001.00",Large Cap Blend Equities,2021-05-28,0.81%,N/A,$1.58,2023-12-27,$1.58,5.24%,0.00,0.67,4,100.01%,40%,20%,1099,$28.95,$30.39,$30.16,$30.16,61.15,B,C+,B-,B+,B,A,N/A,5.86,58.69%,34.36%,0.0,0.00%,0.00%
QQJG,Invesco ESG NASDAQ Next Gen 100 ETF,"$5,844",11.76%,700,$23.12,-1.15%,1.23%,2.36%,25.79%,N/A,N/A,"$570,825.00",$0.00,$0.00,"$1,984,275.00","$2,976,675.00","$2,976,675.00",Large Cap Blend Equities,2021-10-27,0.20%,N/A,$0.15,2024-09-23,$0.03,0.63%,21.37,1.06,91,24.35%,40%,20%,1099,$21.63,$23.53,$23.08,$23.21,58.62,C+,C,A-,C+,C+,B-,N/A,6.93,97.24%,66.57%,37.38,0.00%,11.76%
JCTR,JPMorgan Carbon Transition U.S. Equity Fund,"$5,792",20.17%,455,$76.97,-0.29%,1.70%,2.46%,35.17%,10.31%,N/A,"-$7,250.00","-$29,250.00","-$29,250.00","-$18,796,750.00","-$21,826,250.00","-$19,338,750.00",Large Cap Blend Equities,2020-12-09,0.15%,N/A,$1.22,2024-09-24,$0.18,1.58%,0.03,1.01,435,32.96%,40%,20%,1099,$72.78,$77.89,$76.97,$76.97,60.83,A-,C,A,A-,B-,A,N/A,6.78,63.60%,59.75%,56.49,6.11%,7.63%
MAYZ,TrueShares Structured Outcome (May) ETF,"$5,716",N/A,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,"$616,394.00","$299,873.00","$299,873.00","$616,394.00","$29,765.50","$4,841,333.00",Large Cap Blend Equities,2021-05-03,0.79%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,99.99%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,B-,N/A,N/A,N/A,N/A,5.86,58.69%,34.36%,0.0,0.00%,0.00%
AVIE,Avantis Inflation Focused Equity ETF,"$5,168",12.26%,386,$63.94,-1.02%,-0.53%,-1.36%,14.28%,N/A,N/A,"$1,178,180.00",$0.00,$0.00,"$1,178,180.00","$4,410,362.00","$4,410,362.00",Large Cap Blend Equities,2022-09-29,0.25%,N/A,$1.19,2024-09-23,$0.30,1.85%,0.09,1.05,355,35.75%,40%,20%,1099,$62.93,$65.57,$63.66,$64.51,50.79,B+,C+,A-,N/A,B+,B,N/A,6.41,12.30%,45.60%,158.95,9.43%,4.63%
LQAI,LG QRAFT AI-Powered U.S. Large Cap Core ETF,"$4,533",18.70%,311,$32.36,-0.03%,2.28%,3.45%,N/A,N/A,N/A,"-$39,880.19",$0.00,"$2,800.00","$3,297,729.81","$3,297,729.81","$3,297,729.81",Large Cap Blend Equities,2023-11-07,0.75%,N/A,$0.22,2024-09-24,$0.05,0.68%,N/A,N/A,101,34.50%,40%,20%,1099,$30.36,$32.66,$32.35,$32.36,62.19,B-,C+,B-,N/A,B+,B-,N/A,6.48,17.14%,47.46%,133.11,9.79%,9.63%
